time,running,percent,total,covered
1000,1,0.39,23,9
2000,1,0.39,23,9
3000,1,0.39,23,9
4000,1,0.39,23,9
5000,1,0.39,23,9
6000,1,0.39,23,9
7000,1,0.39,23,9
8000,1,0.39,23,9
9000,1,0.39,23,9
10000,1,0.39,23,9
11000,1,0.39,23,9
12000,1,0.39,23,9
13000,1,0.39,23,9
14000,1,0.39,23,9
15000,1,0.39,23,9
16000,1,0.39,23,9
17000,1,0.39,23,9
18000,1,0.39,23,9
19000,1,0.39,23,9
20000,1,0.39,23,9
21000,1,0.39,23,9
22000,1,0.39,23,9
23000,1,0.39,23,9
24000,1,0.39,23,9
25000,1,0.39,23,9
26000,1,0.39,23,9
27000,1,0.39,23,9
28000,1,0.39,23,9
29000,1,0.39,23,9
30000,1,0.39,23,9
31000,1,0.39,23,9
32000,1,0.39,23,9
33000,1,0.39,23,9
34000,1,0.39,23,9
35000,1,0.39,23,9
36000,1,0.39,23,9
37000,1,0.39,23,9
38000,1,0.39,23,9
39000,1,0.39,23,9
40000,1,0.39,23,9
41000,1,0.39,23,9
42000,1,0.39,23,9
43000,1,0.39,23,9
44000,1,0.39,23,9
45000,1,0.39,23,9
46000,1,0.39,23,9
47000,1,0.39,23,9
48000,1,0.39,23,9
49000,1,0.39,23,9
50000,1,0.39,23,9
51000,1,0.39,23,9
52000,1,0.39,23,9
53000,1,0.39,23,9
54000,1,0.39,23,9
55000,1,0.39,23,9
56000,1,0.39,23,9
57000,1,0.39,23,9
58000,1,0.39,23,9
59000,1,0.39,23,9
60000,1,0.39,23,9
61000,1,0.39,23,9
62000,1,0.39,23,9
63000,1,0.39,23,9
64000,1,0.39,23,9
65000,1,0.39,23,9
66000,1,0.39,23,9
67000,1,0.39,23,9
68000,1,0.39,23,9
69000,1,0.39,23,9
70000,1,0.39,23,9
71000,1,0.39,23,9
72000,1,0.39,23,9
73000,1,0.39,23,9
74000,1,0.39,23,9
75000,1,0.39,23,9
76000,1,0.39,23,9
77000,1,0.39,23,9
78000,1,0.39,23,9
79000,1,0.39,23,9
80000,1,0.39,23,9
81000,1,0.39,23,9
82000,1,0.39,23,9
83000,1,0.39,23,9
84000,1,0.39,23,9
85000,1,0.39,23,9
86000,1,0.39,23,9
87000,1,0.39,23,9
88000,1,0.39,23,9
89000,1,0.39,23,9
90000,1,0.39,23,9
91000,1,0.39,23,9
92000,1,0.39,23,9
93000,1,0.39,23,9
94000,1,0.39,23,9
95000,1,0.39,23,9
96000,1,0.39,23,9
97000,1,0.39,23,9
98000,1,0.39,23,9
99000,1,0.39,23,9
100000,1,0.39,23,9
101000,1,0.39,23,9
102000,1,0.39,23,9
103000,1,0.39,23,9
104000,1,0.39,23,9
105000,1,0.39,23,9
106000,1,0.39,23,9
107000,1,0.39,23,9
108000,1,0.39,23,9
