time,running,percent,total,covered
1000,1,0.21,58,12
2000,1,0.38,58,22
3000,0,0.53,58,31
4000,1,0.62,58,36
5000,1,0.64,58,37
6000,0,0.72,58,42
7000,1,0.72,58,42
8000,0,0.72,58,42
9000,1,0.72,58,42
10000,1,0.72,58,42
11000,0,0.72,58,42
12000,1,0.72,58,42
13000,1,0.72,58,42
14000,1,0.72,58,42
15000,1,0.72,58,42
16000,1,0.72,58,42
17000,0,0.72,58,42
18000,1,0.72,58,42
19000,1,0.72,58,42
20000,1,0.72,58,42
21000,1,0.72,58,42
22000,1,0.72,58,42
23000,1,0.72,58,42
24000,1,0.72,58,42
25000,1,0.72,58,42
26000,1,0.72,58,42
27000,1,0.72,58,42
28000,1,0.72,58,42
29000,0,0.72,58,42
30000,1,0.72,58,42
31000,1,0.72,58,42
32000,1,0.72,58,42
33000,1,0.72,58,42
34000,1,0.72,58,42
35000,1,0.72,58,42
36000,1,0.72,58,42
37000,1,0.72,58,42
38000,0,0.72,58,42
39000,1,0.72,58,42
40000,1,0.72,58,42
41000,0,0.72,58,42
42000,1,0.72,58,42
43000,0,0.72,58,42
44000,0,0.72,58,42
45000,1,0.72,58,42
46000,0,0.72,58,42
47000,1,0.72,58,42
48000,1,0.72,58,42
49000,1,0.72,58,42
50000,0,0.72,58,42
51000,1,0.72,58,42
52000,1,0.72,58,42
53000,1,0.72,58,42
54000,0,0.72,58,42
55000,1,0.72,58,42
56000,1,0.72,58,42
57000,0,0.72,58,42
58000,1,0.72,58,42
59000,1,0.72,58,42
60000,1,0.72,58,42
61000,1,0.72,58,42
62000,0,0.72,58,42
63000,1,0.72,58,42
64000,0,0.72,58,42
65000,0,0.72,58,42
66000,1,0.72,58,42
67000,1,0.72,58,42
68000,1,0.72,58,42
69000,1,0.72,58,42
70000,1,0.72,58,42
71000,1,0.72,58,42
72000,1,0.72,58,42
73000,1,0.72,58,42
74000,0,0.72,58,42
75000,1,0.72,58,42
76000,1,0.72,58,42
77000,1,0.72,58,42
78000,0,0.72,58,42
79000,1,0.72,58,42
80000,1,0.72,58,42
81000,1,0.72,58,42
82000,1,0.72,58,42
83000,1,0.72,58,42
84000,1,0.72,58,42
85000,1,0.72,58,42
86000,0,0.72,58,42
87000,1,0.72,58,42
88000,1,0.72,58,42
89000,0,0.72,58,42
90000,1,0.72,58,42
91000,1,0.72,58,42
92000,1,0.72,58,42
93000,1,0.72,58,42
94000,1,0.72,58,42
95000,1,0.72,58,42
96000,1,0.72,58,42
97000,0,0.72,58,42
98000,0,0.72,58,42
99000,1,0.72,58,42
100000,1,0.72,58,42
101000,0,0.72,58,42
102000,0,0.72,58,42
103000,1,0.72,58,42
104000,0,0.72,58,42
105000,1,0.72,58,42
106000,1,0.72,58,42
107000,1,0.72,58,42
108000,1,0.72,58,42
109000,1,0.72,58,42
110000,1,0.72,58,42
111000,0,0.72,58,42
112000,1,0.72,58,42
113000,1,0.72,58,42
114000,0,0.72,58,42
115000,1,0.72,58,42
116000,1,0.72,58,42
117000,1,0.72,58,42
118000,1,0.72,58,42
119000,1,0.72,58,42
120000,0,0.72,58,42
121000,1,0.72,58,42
122000,1,0.72,58,42
123000,1,0.72,58,42
124000,1,0.72,58,42
125000,1,0.72,58,42
126000,1,0.72,58,42
127000,1,0.72,58,42
128000,1,0.72,58,42
129000,0,0.72,58,42
130000,1,0.72,58,42
131000,1,0.72,58,42
132000,1,0.72,58,42
133000,1,0.72,58,42
134000,1,0.72,58,42
135000,1,0.72,58,42
136000,0,0.72,58,42
137000,1,0.72,58,42
138000,1,0.72,58,42
139000,1,0.72,58,42
140000,0,0.72,58,42
141000,1,0.72,58,42
142000,1,0.72,58,42
143000,1,0.72,58,42
144000,1,0.72,58,42
145000,1,0.72,58,42
146000,1,0.72,58,42
147000,1,0.72,58,42
148000,0,0.72,58,42
149000,1,0.72,58,42
150000,1,0.72,58,42
151000,0,0.72,58,42
152000,0,0.72,58,42
153000,0,0.72,58,42
154000,0,0.72,58,42
155000,1,0.72,58,42
156000,1,0.72,58,42
157000,0,0.72,58,42
158000,0,0.72,58,42
159000,1,0.72,58,42
160000,1,0.72,58,42
161000,1,0.72,58,42
162000,1,0.72,58,42
163000,1,0.72,58,42
164000,1,0.72,58,42
165000,0,0.72,58,42
166000,1,0.72,58,42
167000,1,0.72,58,42
168000,1,0.72,58,42
169000,1,0.72,58,42
170000,1,0.72,58,42
171000,0,0.72,58,42
172000,1,0.72,58,42
173000,0,0.72,58,42
174000,1,0.72,58,42
175000,1,0.72,58,42
176000,1,0.72,58,42
177000,0,0.72,58,42
178000,1,0.72,58,42
179000,1,0.72,58,42
180000,1,0.72,58,42
181000,1,0.72,58,42
182000,1,0.72,58,42
183000,0,0.72,58,42
184000,1,0.72,58,42
185000,1,0.72,58,42
186000,1,0.72,58,42
187000,1,0.72,58,42
188000,1,0.72,58,42
189000,1,0.72,58,42
190000,1,0.72,58,42
191000,1,0.72,58,42
192000,0,0.72,58,42
193000,1,0.72,58,42
194000,1,0.72,58,42
195000,1,0.72,58,42
196000,1,0.72,58,42
197000,0,0.72,58,42
198000,1,0.72,58,42
199000,1,0.72,58,42
200000,0,0.72,58,42
201000,1,0.72,58,42
202000,1,0.72,58,42
203000,1,0.72,58,42
204000,0,0.72,58,42
205000,1,0.72,58,42
206000,1,0.72,58,42
207000,1,0.72,58,42
208000,1,0.72,58,42
209000,1,0.72,58,42
210000,1,0.72,58,42
211000,1,0.72,58,42
212000,0,0.72,58,42
213000,1,0.72,58,42
214000,0,0.72,58,42
215000,1,0.72,58,42
216000,0,0.72,58,42
217000,1,0.72,58,42
218000,0,0.72,58,42
219000,1,0.72,58,42
220000,0,0.72,58,42
221000,1,0.72,58,42
222000,1,0.72,58,42
223000,1,0.72,58,42
224000,1,0.72,58,42
225000,1,0.72,58,42
226000,0,0.72,58,42
227000,1,0.72,58,42
228000,1,0.72,58,42
229000,0,0.72,58,42
230000,1,0.72,58,42
231000,1,0.72,58,42
232000,1,0.72,58,42
233000,1,0.72,58,42
234000,1,0.72,58,42
235000,0,0.72,58,42
236000,1,0.72,58,42
237000,1,0.72,58,42
238000,1,0.72,58,42
239000,0,0.72,58,42
240000,1,0.72,58,42
241000,0,0.72,58,42
242000,1,0.72,58,42
243000,1,0.72,58,42
244000,0,0.72,58,42
245000,0,0.72,58,42
246000,1,0.72,58,42
247000,1,0.72,58,42
248000,0,0.72,58,42
249000,1,0.72,58,42
250000,1,0.72,58,42
251000,1,0.72,58,42
252000,0,0.72,58,42
253000,0,0.72,58,42
254000,1,0.72,58,42
255000,1,0.72,58,42
256000,1,0.72,58,42
257000,1,0.72,58,42
258000,1,0.72,58,42
259000,0,0.72,58,42
260000,0,0.72,58,42
261000,1,0.72,58,42
262000,0,0.72,58,42
263000,1,0.72,58,42
264000,0,0.72,58,42
265000,1,0.72,58,42
266000,1,0.72,58,42
267000,1,0.72,58,42
268000,1,0.72,58,42
269000,1,0.72,58,42
270000,1,0.72,58,42
271000,1,0.72,58,42
272000,0,0.72,58,42
273000,1,0.72,58,42
274000,1,0.72,58,42
275000,0,0.72,58,42
276000,1,0.72,58,42
277000,1,0.72,58,42
278000,1,0.72,58,42
279000,1,0.72,58,42
280000,0,0.72,58,42
281000,1,0.72,58,42
282000,1,0.72,58,42
283000,1,0.72,58,42
284000,1,0.72,58,42
285000,0,0.72,58,42
286000,1,0.72,58,42
287000,0,0.72,58,42
288000,1,0.72,58,42
289000,1,0.72,58,42
290000,1,0.72,58,42
291000,1,0.72,58,42
292000,0,0.72,58,42
293000,1,0.72,58,42
294000,1,0.72,58,42
295000,1,0.72,58,42
296000,1,0.72,58,42
297000,0,0.72,58,42
298000,1,0.72,58,42
299000,1,0.72,58,42
300000,0,0.72,58,42
301000,1,0.72,58,42
302000,0,0.72,58,42
303000,0,0.72,58,42
304000,1,0.72,58,42
305000,1,0.72,58,42
306000,1,0.72,58,42
307000,1,0.72,58,42
308000,1,0.72,58,42
309000,1,0.72,58,42
310000,1,0.72,58,42
311000,1,0.72,58,42
312000,1,0.72,58,42
313000,1,0.72,58,42
314000,1,0.72,58,42
315000,1,0.72,58,42
316000,1,0.72,58,42
317000,1,0.72,58,42
318000,1,0.72,58,42
319000,1,0.72,58,42
320000,0,0.72,58,42
321000,1,0.72,58,42
322000,1,0.72,58,42
323000,0,0.72,58,42
324000,0,0.72,58,42
325000,1,0.72,58,42
326000,1,0.72,58,42
327000,1,0.72,58,42
328000,1,0.72,58,42
329000,1,0.72,58,42
330000,1,0.72,58,42
331000,0,0.72,58,42
332000,1,0.72,58,42
333000,1,0.72,58,42
334000,1,0.72,58,42
335000,0,0.72,58,42
336000,1,0.72,58,42
337000,0,0.72,58,42
338000,1,0.72,58,42
339000,1,0.72,58,42
340000,1,0.72,58,42
341000,1,0.72,58,42
342000,0,0.72,58,42
343000,1,0.72,58,42
344000,1,0.72,58,42
345000,1,0.72,58,42
346000,0,0.72,58,42
347000,1,0.72,58,42
